sample_id,cell_id,compound_id,subtype,oncotree_lineage,role
S003905,CL0021,CMP0018,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003906,CL0021,CMP0019,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003907,CL0021,CMP0020,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003908,CL0021,CMP0021,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003909,CL0021,CMP0022,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003910,CL0021,CMP0023,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003911,CL0021,CMP0024,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003913,CL0021,CMP0027,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003914,CL0021,CMP0028,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003915,CL0021,CMP0029,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003916,CL0021,CMP0030,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003918,CL0021,CMP0034,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003919,CL0021,CMP0035,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003920,CL0021,CMP0036,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003921,CL0021,CMP0037,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003922,CL0021,CMP0038,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003923,CL0021,CMP0039,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003924,CL0021,CMP0040,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003925,CL0021,CMP0041,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003926,CL0021,CMP0042,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003927,CL0021,CMP0043,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003928,CL0021,CMP0044,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003929,CL0021,CMP0045,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003930,CL0021,CMP0046,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003931,CL0021,CMP0047,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003932,CL0021,CMP0048,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003933,CL0021,CMP0049,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003934,CL0021,CMP0050,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003937,CL0021,CMP0053,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003938,CL0021,CMP0054,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003939,CL0021,CMP0055,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003940,CL0021,CMP0056,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003941,CL0021,CMP0057,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003942,CL0021,CMP0058,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003943,CL0021,CMP0059,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003944,CL0021,CMP0060,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003945,CL0021,CMP0061,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003946,CL0021,CMP0062,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003947,CL0021,CMP0063,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003948,CL0021,CMP0064,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003949,CL0021,CMP0067,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003950,CL0021,CMP0068,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003951,CL0021,CMP0069,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003952,CL0021,CMP0070,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003953,CL0021,CMP0072,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003954,CL0021,CMP0073,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003955,CL0021,CMP0074,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003956,CL0021,CMP0075,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003957,CL0021,CMP0076,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003958,CL0021,CMP0077,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003960,CL0021,CMP0081,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003961,CL0021,CMP0082,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003962,CL0021,CMP0083,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003963,CL0021,CMP0085,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003964,CL0021,CMP0086,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003965,CL0021,CMP0087,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003967,CL0021,CMP0089,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003968,CL0021,CMP0090,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003969,CL0021,CMP0091,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003970,CL0021,CMP0092,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003971,CL0021,CMP0093,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003972,CL0021,CMP0094,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003973,CL0021,CMP0095,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003974,CL0021,CMP0096,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003975,CL0021,CMP0097,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003976,CL0021,CMP0098,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003977,CL0021,CMP0100,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003978,CL0021,CMP0101,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003980,CL0021,CMP0103,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003981,CL0021,CMP0104,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003982,CL0021,CMP0105,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003983,CL0021,CMP0106,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003985,CL0021,CMP0108,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003986,CL0021,CMP0109,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003987,CL0021,CMP0110,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003989,CL0021,CMP0112,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003990,CL0021,CMP0113,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003991,CL0021,CMP0114,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003992,CL0021,CMP0115,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003993,CL0021,CMP0116,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003994,CL0021,CMP0117,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003995,CL0021,CMP0118,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003996,CL0021,CMP0119,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003998,CL0021,CMP0121,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S003999,CL0021,CMP0122,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004000,CL0021,CMP0123,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004001,CL0021,CMP0124,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004002,CL0021,CMP0125,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004003,CL0021,CMP0126,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004004,CL0021,CMP0127,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004005,CL0021,CMP0128,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004006,CL0021,CMP0129,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004007,CL0021,CMP0130,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004008,CL0021,CMP0131,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004010,CL0021,CMP0133,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004011,CL0021,CMP0134,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004012,CL0021,CMP0135,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004014,CL0021,CMP0137,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004015,CL0021,CMP0138,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004016,CL0021,CMP0139,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004018,CL0021,CMP0141,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004019,CL0021,CMP0142,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004020,CL0021,CMP0143,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004021,CL0021,CMP0144,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004022,CL0021,CMP0145,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004023,CL0021,CMP0146,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004027,CL0021,CMP0150,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004028,CL0021,CMP0151,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004030,CL0021,CMP0153,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004031,CL0021,CMP0154,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004032,CL0021,CMP0155,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004033,CL0021,CMP0156,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004034,CL0021,CMP0157,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004035,CL0021,CMP0158,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004036,CL0021,CMP0159,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004037,CL0021,CMP0160,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004038,CL0021,CMP0161,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004039,CL0021,CMP0162,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004040,CL0021,CMP0163,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004042,CL0021,CMP0165,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004043,CL0021,CMP0166,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004044,CL0021,CMP0167,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004045,CL0021,CMP0168,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004046,CL0021,CMP0169,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004047,CL0021,CMP0170,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004048,CL0021,CMP0171,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004049,CL0021,CMP0172,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004050,CL0021,CMP0173,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004052,CL0021,CMP0175,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004053,CL0021,CMP0176,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004054,CL0021,CMP0177,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004055,CL0021,CMP0178,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004056,CL0021,CMP0179,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004057,CL0021,CMP0180,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004058,CL0021,CMP0181,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004059,CL0021,CMP0182,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004060,CL0021,CMP0183,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004062,CL0021,CMP0185,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004063,CL0021,CMP0186,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004064,CL0021,CMP0187,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004065,CL0021,CMP0188,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004066,CL0021,CMP0189,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004067,CL0021,CMP0190,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004068,CL0021,CMP0191,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004069,CL0021,CMP0192,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004070,CL0021,CMP0193,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004071,CL0021,CMP0194,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004072,CL0021,CMP0195,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004073,CL0021,CMP0196,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004074,CL0021,CMP0197,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004077,CL0021,CMP0200,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004078,CL0021,CMP0201,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004079,CL0021,CMP0202,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004080,CL0021,CMP0203,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004081,CL0021,CMP0204,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004083,CL0021,CMP0206,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004084,CL0021,CMP0207,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004085,CL0021,CMP0208,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004086,CL0021,CMP0209,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004087,CL0021,CMP0210,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004088,CL0021,CMP0211,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004090,CL0021,CMP0213,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004091,CL0021,CMP0214,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004092,CL0021,CMP0215,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004093,CL0021,CMP0216,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004094,CL0021,CMP0218,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004095,CL0021,CMP0219,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004096,CL0021,CMP0220,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004097,CL0021,CMP0221,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004098,CL0021,CMP0222,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004099,CL0021,CMP0223,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004100,CL0021,CMP0224,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004102,CL0021,CMP0226,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004105,CL0021,CMP0229,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004106,CL0021,CMP0231,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004107,CL0021,CMP0232,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004108,CL0021,CMP0233,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004109,CL0021,CMP0234,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004110,CL0021,CMP0237,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004111,CL0021,CMP0238,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004115,CL0021,CMP0242,Serous Ovarian Cancer,Ovary/Fallopian Tube,train
S004116,CL0022,CMP0001,Cutaneous Melanoma,Skin,train
S004117,CL0022,CMP0005,Cutaneous Melanoma,Skin,train
S004118,CL0022,CMP0006,Cutaneous Melanoma,Skin,train
S004119,CL0022,CMP0007,Cutaneous Melanoma,Skin,train
S004120,CL0022,CMP0008,Cutaneous Melanoma,Skin,train
S004121,CL0022,CMP0009,Cutaneous Melanoma,Skin,train
S004122,CL0022,CMP0010,Cutaneous Melanoma,Skin,train
S004125,CL0022,CMP0013,Cutaneous Melanoma,Skin,train
S004126,CL0022,CMP0014,Cutaneous Melanoma,Skin,train
S004127,CL0022,CMP0015,Cutaneous Melanoma,Skin,train
S004128,CL0022,CMP0016,Cutaneous Melanoma,Skin,train
S004129,CL0022,CMP0017,Cutaneous Melanoma,Skin,train
S004130,CL0022,CMP0018,Cutaneous Melanoma,Skin,train
S004131,CL0022,CMP0019,Cutaneous Melanoma,Skin,train
S004132,CL0022,CMP0020,Cutaneous Melanoma,Skin,train
S004133,CL0022,CMP0021,Cutaneous Melanoma,Skin,train
S004134,CL0022,CMP0022,Cutaneous Melanoma,Skin,train
S004135,CL0022,CMP0023,Cutaneous Melanoma,Skin,train
S004136,CL0022,CMP0024,Cutaneous Melanoma,Skin,train
S004139,CL0022,CMP0027,Cutaneous Melanoma,Skin,train
S004140,CL0022,CMP0028,Cutaneous Melanoma,Skin,train
S004141,CL0022,CMP0029,Cutaneous Melanoma,Skin,train
S004142,CL0022,CMP0030,Cutaneous Melanoma,Skin,train
S004143,CL0022,CMP0031,Cutaneous Melanoma,Skin,train
S004146,CL0022,CMP0034,Cutaneous Melanoma,Skin,train
S004147,CL0022,CMP0035,Cutaneous Melanoma,Skin,train
S004148,CL0022,CMP0036,Cutaneous Melanoma,Skin,train
S004149,CL0022,CMP0037,Cutaneous Melanoma,Skin,train
S004150,CL0022,CMP0038,Cutaneous Melanoma,Skin,train
S004151,CL0022,CMP0039,Cutaneous Melanoma,Skin,train
S004152,CL0022,CMP0040,Cutaneous Melanoma,Skin,train
S004153,CL0022,CMP0041,Cutaneous Melanoma,Skin,train
S004154,CL0022,CMP0042,Cutaneous Melanoma,Skin,train
S004155,CL0022,CMP0043,Cutaneous Melanoma,Skin,train
S004156,CL0022,CMP0044,Cutaneous Melanoma,Skin,train
S004157,CL0022,CMP0045,Cutaneous Melanoma,Skin,train
S004158,CL0022,CMP0046,Cutaneous Melanoma,Skin,train
S004159,CL0022,CMP0048,Cutaneous Melanoma,Skin,train
S004160,CL0022,CMP0049,Cutaneous Melanoma,Skin,train
S004161,CL0022,CMP0050,Cutaneous Melanoma,Skin,train
S004164,CL0022,CMP0053,Cutaneous Melanoma,Skin,train
S004165,CL0022,CMP0054,Cutaneous Melanoma,Skin,train
S004166,CL0022,CMP0055,Cutaneous Melanoma,Skin,train
S004167,CL0022,CMP0056,Cutaneous Melanoma,Skin,train
S004168,CL0022,CMP0057,Cutaneous Melanoma,Skin,train
S004169,CL0022,CMP0058,Cutaneous Melanoma,Skin,train
S004170,CL0022,CMP0059,Cutaneous Melanoma,Skin,train
S004171,CL0022,CMP0060,Cutaneous Melanoma,Skin,train
S004172,CL0022,CMP0061,Cutaneous Melanoma,Skin,train
S004173,CL0022,CMP0062,Cutaneous Melanoma,Skin,train
S004174,CL0022,CMP0063,Cutaneous Melanoma,Skin,train
S004175,CL0022,CMP0064,Cutaneous Melanoma,Skin,train
S004176,CL0022,CMP0065,Cutaneous Melanoma,Skin,train
S004178,CL0022,CMP0067,Cutaneous Melanoma,Skin,train
S004179,CL0022,CMP0068,Cutaneous Melanoma,Skin,train
S004180,CL0022,CMP0070,Cutaneous Melanoma,Skin,train
S004182,CL0022,CMP0072,Cutaneous Melanoma,Skin,train
S004183,CL0022,CMP0073,Cutaneous Melanoma,Skin,train
S004184,CL0022,CMP0074,Cutaneous Melanoma,Skin,train
S004185,CL0022,CMP0075,Cutaneous Melanoma,Skin,train
S004186,CL0022,CMP0076,Cutaneous Melanoma,Skin,train
S004187,CL0022,CMP0077,Cutaneous Melanoma,Skin,train
S004188,CL0022,CMP0078,Cutaneous Melanoma,Skin,train
S004189,CL0022,CMP0079,Cutaneous Melanoma,Skin,train
S004191,CL0022,CMP0081,Cutaneous Melanoma,Skin,train
S004192,CL0022,CMP0082,Cutaneous Melanoma,Skin,train
S004193,CL0022,CMP0083,Cutaneous Melanoma,Skin,train
S004194,CL0022,CMP0084,Cutaneous Melanoma,Skin,train
S004195,CL0022,CMP0085,Cutaneous Melanoma,Skin,train
S004196,CL0022,CMP0086,Cutaneous Melanoma,Skin,train
S004197,CL0022,CMP0087,Cutaneous Melanoma,Skin,train
S004199,CL0022,CMP0089,Cutaneous Melanoma,Skin,train
S004200,CL0022,CMP0090,Cutaneous Melanoma,Skin,train
S004201,CL0022,CMP0091,Cutaneous Melanoma,Skin,train
S004202,CL0022,CMP0092,Cutaneous Melanoma,Skin,train
S004203,CL0022,CMP0094,Cutaneous Melanoma,Skin,train
S004204,CL0022,CMP0095,Cutaneous Melanoma,Skin,train
S004205,CL0022,CMP0096,Cutaneous Melanoma,Skin,train
S004206,CL0022,CMP0097,Cutaneous Melanoma,Skin,train
S004207,CL0022,CMP0098,Cutaneous Melanoma,Skin,train
S004209,CL0022,CMP0100,Cutaneous Melanoma,Skin,train
S004210,CL0022,CMP0101,Cutaneous Melanoma,Skin,train
S004212,CL0022,CMP0103,Cutaneous Melanoma,Skin,train
S004213,CL0022,CMP0104,Cutaneous Melanoma,Skin,train
S004214,CL0022,CMP0105,Cutaneous Melanoma,Skin,train
S004215,CL0022,CMP0106,Cutaneous Melanoma,Skin,train
S004217,CL0022,CMP0108,Cutaneous Melanoma,Skin,train
S004218,CL0022,CMP0109,Cutaneous Melanoma,Skin,train
S004219,CL0022,CMP0110,Cutaneous Melanoma,Skin,train
S004221,CL0022,CMP0112,Cutaneous Melanoma,Skin,train
S004222,CL0022,CMP0113,Cutaneous Melanoma,Skin,train
S004223,CL0022,CMP0114,Cutaneous Melanoma,Skin,train
S004224,CL0022,CMP0115,Cutaneous Melanoma,Skin,train
S004225,CL0022,CMP0116,Cutaneous Melanoma,Skin,train
S004226,CL0022,CMP0117,Cutaneous Melanoma,Skin,train
S004227,CL0022,CMP0118,Cutaneous Melanoma,Skin,train
S004228,CL0022,CMP0119,Cutaneous Melanoma,Skin,train
S004230,CL0022,CMP0121,Cutaneous Melanoma,Skin,train
S004231,CL0022,CMP0122,Cutaneous Melanoma,Skin,train
S004232,CL0022,CMP0123,Cutaneous Melanoma,Skin,train
S004233,CL0022,CMP0124,Cutaneous Melanoma,Skin,train
S004234,CL0022,CMP0125,Cutaneous Melanoma,Skin,train
S004235,CL0022,CMP0126,Cutaneous Melanoma,Skin,train
S004236,CL0022,CMP0127,Cutaneous Melanoma,Skin,train
S004237,CL0022,CMP0128,Cutaneous Melanoma,Skin,train
S004238,CL0022,CMP0129,Cutaneous Melanoma,Skin,train
S004239,CL0022,CMP0130,Cutaneous Melanoma,Skin,train
S004240,CL0022,CMP0131,Cutaneous Melanoma,Skin,train
S004242,CL0022,CMP0133,Cutaneous Melanoma,Skin,train
S004243,CL0022,CMP0134,Cutaneous Melanoma,Skin,train
S004244,CL0022,CMP0135,Cutaneous Melanoma,Skin,train
S004246,CL0022,CMP0137,Cutaneous Melanoma,Skin,train
S004247,CL0022,CMP0138,Cutaneous Melanoma,Skin,train
S004248,CL0022,CMP0139,Cutaneous Melanoma,Skin,train
S004250,CL0022,CMP0141,Cutaneous Melanoma,Skin,train
S004251,CL0022,CMP0142,Cutaneous Melanoma,Skin,train
S004252,CL0022,CMP0143,Cutaneous Melanoma,Skin,train
S004253,CL0022,CMP0144,Cutaneous Melanoma,Skin,train
S004254,CL0022,CMP0145,Cutaneous Melanoma,Skin,train
S004255,CL0022,CMP0146,Cutaneous Melanoma,Skin,train
S004259,CL0022,CMP0150,Cutaneous Melanoma,Skin,train
S004260,CL0022,CMP0151,Cutaneous Melanoma,Skin,train
S004262,CL0022,CMP0153,Cutaneous Melanoma,Skin,train
S004263,CL0022,CMP0154,Cutaneous Melanoma,Skin,train
S004264,CL0022,CMP0155,Cutaneous Melanoma,Skin,train
S004265,CL0022,CMP0156,Cutaneous Melanoma,Skin,train
S004266,CL0022,CMP0157,Cutaneous Melanoma,Skin,train
S004267,CL0022,CMP0158,Cutaneous Melanoma,Skin,train
S004268,CL0022,CMP0159,Cutaneous Melanoma,Skin,train
S004269,CL0022,CMP0160,Cutaneous Melanoma,Skin,train
S004270,CL0022,CMP0161,Cutaneous Melanoma,Skin,train
S004271,CL0022,CMP0162,Cutaneous Melanoma,Skin,train
S004272,CL0022,CMP0163,Cutaneous Melanoma,Skin,train
S004274,CL0022,CMP0165,Cutaneous Melanoma,Skin,train
S004275,CL0022,CMP0166,Cutaneous Melanoma,Skin,train
S004276,CL0022,CMP0167,Cutaneous Melanoma,Skin,train
S004277,CL0022,CMP0168,Cutaneous Melanoma,Skin,train
S004278,CL0022,CMP0169,Cutaneous Melanoma,Skin,train
S004279,CL0022,CMP0170,Cutaneous Melanoma,Skin,train
S004280,CL0022,CMP0171,Cutaneous Melanoma,Skin,train
S004281,CL0022,CMP0172,Cutaneous Melanoma,Skin,train
S004282,CL0022,CMP0173,Cutaneous Melanoma,Skin,train
S004284,CL0022,CMP0175,Cutaneous Melanoma,Skin,train
S004285,CL0022,CMP0176,Cutaneous Melanoma,Skin,train
S004286,CL0022,CMP0177,Cutaneous Melanoma,Skin,train
S004287,CL0022,CMP0178,Cutaneous Melanoma,Skin,train
S004288,CL0022,CMP0179,Cutaneous Melanoma,Skin,train
S004289,CL0022,CMP0180,Cutaneous Melanoma,Skin,train
S004290,CL0022,CMP0181,Cutaneous Melanoma,Skin,train
S004291,CL0022,CMP0182,Cutaneous Melanoma,Skin,train
S004292,CL0022,CMP0183,Cutaneous Melanoma,Skin,train
S004294,CL0022,CMP0185,Cutaneous Melanoma,Skin,train
S004295,CL0022,CMP0186,Cutaneous Melanoma,Skin,train
S004296,CL0022,CMP0187,Cutaneous Melanoma,Skin,train
S004297,CL0022,CMP0188,Cutaneous Melanoma,Skin,train
S004298,CL0022,CMP0189,Cutaneous Melanoma,Skin,train
S004299,CL0022,CMP0190,Cutaneous Melanoma,Skin,train
S004300,CL0022,CMP0191,Cutaneous Melanoma,Skin,train
S004301,CL0022,CMP0192,Cutaneous Melanoma,Skin,train
S004302,CL0022,CMP0193,Cutaneous Melanoma,Skin,train
S004303,CL0022,CMP0194,Cutaneous Melanoma,Skin,train
S004304,CL0022,CMP0195,Cutaneous Melanoma,Skin,train
S004305,CL0022,CMP0196,Cutaneous Melanoma,Skin,train
