sample_id,cell_id,compound_id,role
S004465,CL0023,CMP0178,train
S004468,CL0023,CMP0181,train
S004469,CL0023,CMP0182,train
S004470,CL0023,CMP0183,train
S004471,CL0023,CMP0184,test
S004472,CL0023,CMP0185,test
S004473,CL0023,CMP0186,test
S004474,CL0023,CMP0187,train
S004475,CL0023,CMP0188,train
S004476,CL0023,CMP0189,train
S004477,CL0023,CMP0190,train
S004479,CL0023,CMP0192,train
S004480,CL0023,CMP0193,train
S004481,CL0023,CMP0194,test
S004482,CL0023,CMP0195,train
S004483,CL0023,CMP0196,test
S004484,CL0023,CMP0197,train
S004485,CL0023,CMP0198,train
S004487,CL0023,CMP0201,test
S004488,CL0023,CMP0203,train
S004490,CL0023,CMP0209,train
S004492,CL0023,CMP0211,train
S004494,CL0023,CMP0213,train
S004496,CL0023,CMP0218,train
S004498,CL0023,CMP0221,train
S004499,CL0023,CMP0222,train
S004500,CL0023,CMP0223,test
S004501,CL0023,CMP0230,train
S004502,CL0023,CMP0231,train
S004503,CL0023,CMP0232,test
S004504,CL0023,CMP0233,test
S004505,CL0023,CMP0234,train
S004506,CL0023,CMP0235,train
S004508,CL0023,CMP0237,train
S004509,CL0024,CMP0001,train
S004510,CL0024,CMP0002,train
S004511,CL0024,CMP0003,test
S004512,CL0024,CMP0004,train
S004514,CL0024,CMP0006,train
S004515,CL0024,CMP0008,train
S004517,CL0024,CMP0010,train
S004518,CL0024,CMP0011,train
S004521,CL0024,CMP0014,train
S004522,CL0024,CMP0015,test
S004523,CL0024,CMP0016,train
S004524,CL0024,CMP0017,train
S004525,CL0024,CMP0018,train
S004526,CL0024,CMP0019,train
S004527,CL0024,CMP0020,train
S004528,CL0024,CMP0021,train
S004530,CL0024,CMP0023,train
S004531,CL0024,CMP0024,test
S004532,CL0024,CMP0025,train
S004533,CL0024,CMP0027,train
S004534,CL0024,CMP0028,train
S004535,CL0024,CMP0029,train
S004536,CL0024,CMP0030,test
S004538,CL0024,CMP0035,train
S004539,CL0024,CMP0036,train
S004541,CL0024,CMP0038,train
S004542,CL0024,CMP0039,train
S004543,CL0024,CMP0041,train
S004544,CL0024,CMP0042,test
S004545,CL0024,CMP0043,train
S004546,CL0024,CMP0044,train
S004547,CL0024,CMP0045,train
S004548,CL0024,CMP0046,test
S004550,CL0024,CMP0048,train
S004551,CL0024,CMP0050,test
S004552,CL0024,CMP0052,train
S004553,CL0024,CMP0054,test
S004554,CL0024,CMP0055,train
S004556,CL0024,CMP0057,train
S004557,CL0024,CMP0058,train
S004558,CL0024,CMP0059,train
S004559,CL0024,CMP0060,train
S004560,CL0024,CMP0061,train
S004561,CL0024,CMP0062,test
S004562,CL0024,CMP0063,train
S004563,CL0024,CMP0064,train
S004564,CL0024,CMP0067,train
S004565,CL0024,CMP0068,test
S004566,CL0024,CMP0069,train
S004568,CL0024,CMP0072,test
S004570,CL0024,CMP0074,train
S004571,CL0024,CMP0075,train
S004572,CL0024,CMP0076,test
S004573,CL0024,CMP0077,train
S004574,CL0024,CMP0080,train
S004575,CL0024,CMP0081,train
S004576,CL0024,CMP0082,train
S004577,CL0024,CMP0083,train
S004578,CL0024,CMP0085,train
S004579,CL0024,CMP0086,train
S004580,CL0024,CMP0087,train
S004581,CL0024,CMP0088,train
S004582,CL0024,CMP0089,train
S004583,CL0024,CMP0090,train
S004584,CL0024,CMP0091,train
S004585,CL0024,CMP0092,train
S004586,CL0024,CMP0093,test
S004587,CL0024,CMP0094,train
S004589,CL0024,CMP0096,train
S004590,CL0024,CMP0097,train
S004591,CL0024,CMP0098,train
S004592,CL0024,CMP0100,train
S004593,CL0024,CMP0101,test
S004594,CL0024,CMP0102,train
S004595,CL0024,CMP0103,train
S004596,CL0024,CMP0104,train
S004597,CL0024,CMP0105,train
S004598,CL0024,CMP0106,test
S004599,CL0024,CMP0107,train
S004600,CL0024,CMP0108,train
S004601,CL0024,CMP0109,train
S004603,CL0024,CMP0111,train
S004604,CL0024,CMP0112,train
S004605,CL0024,CMP0113,train
S004606,CL0024,CMP0114,train
S004607,CL0024,CMP0115,train
S004608,CL0024,CMP0116,test
S004611,CL0024,CMP0119,train
S004612,CL0024,CMP0120,test
S004613,CL0024,CMP0121,test
S004614,CL0024,CMP0122,train
S004615,CL0024,CMP0123,test
S004616,CL0024,CMP0124,train
S004617,CL0024,CMP0125,train
S004618,CL0024,CMP0126,train
S004619,CL0024,CMP0127,train
S004620,CL0024,CMP0128,train
S004622,CL0024,CMP0130,train
S004623,CL0024,CMP0131,train
S004624,CL0024,CMP0132,train
S004625,CL0024,CMP0133,train
S004626,CL0024,CMP0134,train
S004627,CL0024,CMP0135,train
S004628,CL0024,CMP0136,train
S004630,CL0024,CMP0138,test
S004631,CL0024,CMP0139,test
S004632,CL0024,CMP0140,train
S004633,CL0024,CMP0141,test
S004635,CL0024,CMP0143,train
S004636,CL0024,CMP0144,train
S004637,CL0024,CMP0145,train
S004639,CL0024,CMP0147,train
S004640,CL0024,CMP0148,train
S004641,CL0024,CMP0149,train
S004642,CL0024,CMP0150,test
S004643,CL0024,CMP0151,train
S004644,CL0024,CMP0152,train
S004645,CL0024,CMP0153,train
S004647,CL0024,CMP0155,train
S004648,CL0024,CMP0156,train
S004649,CL0024,CMP0157,train
S004650,CL0024,CMP0158,train
S004651,CL0024,CMP0159,train
S004652,CL0024,CMP0160,train
S004654,CL0024,CMP0162,train
S004655,CL0024,CMP0163,test
S004656,CL0024,CMP0164,train
S004657,CL0024,CMP0165,train
S004659,CL0024,CMP0167,train
S004661,CL0024,CMP0169,train
S004662,CL0024,CMP0170,train
S004663,CL0024,CMP0171,train
S004664,CL0024,CMP0172,train
S004665,CL0024,CMP0173,test
S004666,CL0024,CMP0174,train
S004667,CL0024,CMP0175,train
S004668,CL0024,CMP0176,train
S004669,CL0024,CMP0177,train
S004670,CL0024,CMP0178,train
S004673,CL0024,CMP0181,train
S004674,CL0024,CMP0182,train
S004675,CL0024,CMP0183,train
S004676,CL0024,CMP0184,train
S004677,CL0024,CMP0185,train
S004678,CL0024,CMP0186,train
S004679,CL0024,CMP0187,train
S004680,CL0024,CMP0188,train
S004681,CL0024,CMP0189,train
S004682,CL0024,CMP0190,train
S004684,CL0024,CMP0192,train
S004685,CL0024,CMP0193,train
S004686,CL0024,CMP0194,train
S004687,CL0024,CMP0195,test
S004688,CL0024,CMP0196,train
S004689,CL0024,CMP0197,train
S004690,CL0024,CMP0198,train
S004691,CL0024,CMP0199,train
S004693,CL0024,CMP0201,train
S004694,CL0024,CMP0202,train
S004695,CL0024,CMP0203,train
S004696,CL0024,CMP0204,train
S004697,CL0024,CMP0205,train
S004698,CL0024,CMP0206,train
S004699,CL0024,CMP0207,train
S004701,CL0024,CMP0209,train
S004703,CL0024,CMP0211,train
S004705,CL0024,CMP0213,train
S004706,CL0024,CMP0214,train
S004708,CL0024,CMP0216,train
S004709,CL0024,CMP0218,train
S004710,CL0024,CMP0219,train
S004712,CL0024,CMP0221,test
S004713,CL0024,CMP0222,test
S004714,CL0024,CMP0223,test
S004715,CL0024,CMP0224,test
S004716,CL0024,CMP0225,test
S004717,CL0024,CMP0226,train
S004719,CL0024,CMP0228,train
S004720,CL0024,CMP0229,train
S004721,CL0024,CMP0231,test
S004722,CL0024,CMP0232,train
S004723,CL0024,CMP0233,test
S004724,CL0024,CMP0238,train
S004951,CL0026,CMP0001,test
S004953,CL0026,CMP0006,test
S004955,CL0026,CMP0008,train
S004957,CL0026,CMP0010,train
S004958,CL0026,CMP0011,train
S004961,CL0026,CMP0014,train
S004962,CL0026,CMP0015,train
S004963,CL0026,CMP0016,train
S004964,CL0026,CMP0017,test
S004965,CL0026,CMP0018,train
S004966,CL0026,CMP0019,train
S004967,CL0026,CMP0020,train
S004968,CL0026,CMP0021,train
S004970,CL0026,CMP0023,train
S004971,CL0026,CMP0024,train
S004972,CL0026,CMP0025,train
S004973,CL0026,CMP0026,test
S004974,CL0026,CMP0027,train
S004975,CL0026,CMP0028,train
S004976,CL0026,CMP0029,train
S004977,CL0026,CMP0030,train
S004978,CL0026,CMP0031,test
S004979,CL0026,CMP0032,train
S004980,CL0026,CMP0033,train
S004982,CL0026,CMP0035,test
S004983,CL0026,CMP0036,train
S004985,CL0026,CMP0038,train
S004986,CL0026,CMP0039,test
S004988,CL0026,CMP0041,train
S004989,CL0026,CMP0042,test
S004990,CL0026,CMP0043,train
S004991,CL0026,CMP0044,test
S004992,CL0026,CMP0045,test
S004993,CL0026,CMP0046,train
S004994,CL0026,CMP0048,test
S004995,CL0026,CMP0049,train
S004996,CL0026,CMP0050,test
S004997,CL0026,CMP0051,train
S004998,CL0026,CMP0053,test
S004999,CL0026,CMP0054,test
S005000,CL0026,CMP0055,train
S005002,CL0026,CMP0057,train
S005003,CL0026,CMP0058,train
S005004,CL0026,CMP0059,train
S005005,CL0026,CMP0060,train
S005006,CL0026,CMP0061,train
S005007,CL0026,CMP0062,train
S005008,CL0026,CMP0063,train
S005009,CL0026,CMP0064,train
S005010,CL0026,CMP0065,train
S005011,CL0026,CMP0066,train
S005012,CL0026,CMP0067,train
S005013,CL0026,CMP0068,train
S005016,CL0026,CMP0072,train
S005018,CL0026,CMP0074,test
S005019,CL0026,CMP0075,train
S005020,CL0026,CMP0076,test
S005021,CL0026,CMP0077,train
S005022,CL0026,CMP0078,train
S005023,CL0026,CMP0079,train
S005024,CL0026,CMP0080,test
S005025,CL0026,CMP0081,train
S005026,CL0026,CMP0082,test
S005027,CL0026,CMP0083,train
S005028,CL0026,CMP0084,train
S005029,CL0026,CMP0085,train
S005030,CL0026,CMP0086,train
S005031,CL0026,CMP0087,test
S005032,CL0026,CMP0088,train
S005033,CL0026,CMP0089,train
S005034,CL0026,CMP0090,test
S005035,CL0026,CMP0091,train
S005036,CL0026,CMP0092,train
S005037,CL0026,CMP0098,train
S005038,CL0026,CMP0099,train
S005039,CL0026,CMP0100,train
S005040,CL0026,CMP0101,test
S005041,CL0026,CMP0102,test
S005042,CL0026,CMP0103,train
S005043,CL0026,CMP0104,train
S005044,CL0026,CMP0105,train
S005045,CL0026,CMP0106,test
S005046,CL0026,CMP0107,train
S005047,CL0026,CMP0108,train
S005048,CL0026,CMP0109,test
S005050,CL0026,CMP0111,train
S005051,CL0026,CMP0112,train
S005052,CL0026,CMP0113,train
S005053,CL0026,CMP0114,test
S005054,CL0026,CMP0115,train
S005055,CL0026,CMP0120,train
S005056,CL0026,CMP0121,train
S005057,CL0026,CMP0122,train
S005058,CL0026,CMP0123,train
S005059,CL0026,CMP0124,train
S005060,CL0026,CMP0125,train
S005061,CL0026,CMP0126,train
S005062,CL0026,CMP0127,train
S005063,CL0026,CMP0128,train
S005065,CL0026,CMP0130,train
S005066,CL0026,CMP0131,train
S005067,CL0026,CMP0132,train
S005068,CL0026,CMP0133,test
S005069,CL0026,CMP0134,train
S005070,CL0026,CMP0135,test
S005071,CL0026,CMP0136,train
S005073,CL0026,CMP0138,test
S005074,CL0026,CMP0139,train
S005075,CL0026,CMP0140,train
S005076,CL0026,CMP0145,train
S005078,CL0026,CMP0171,train
S005079,CL0026,CMP0172,train
S005080,CL0026,CMP0173,train
S005081,CL0026,CMP0174,train
S005082,CL0026,CMP0175,train
S005083,CL0026,CMP0176,train
S005084,CL0026,CMP0177,train
S005085,CL0026,CMP0178,train
S005088,CL0026,CMP0181,test
S005089,CL0026,CMP0182,train
S005090,CL0026,CMP0183,train
S005091,CL0026,CMP0184,train
S005092,CL0026,CMP0185,test
S005093,CL0026,CMP0186,test
S005094,CL0026,CMP0187,train
S005095,CL0026,CMP0188,train
S005096,CL0026,CMP0189,train
S005097,CL0026,CMP0190,train
S005099,CL0026,CMP0192,train
S005100,CL0026,CMP0193,test
S005101,CL0026,CMP0194,train
S005102,CL0026,CMP0195,test
S005103,CL0026,CMP0196,train
S005104,CL0026,CMP0197,train
S005105,CL0026,CMP0198,train
S005107,CL0026,CMP0201,train
S005108,CL0026,CMP0203,test
S005110,CL0026,CMP0209,train
S005112,CL0026,CMP0211,train
S005114,CL0026,CMP0213,train
S005116,CL0026,CMP0218,train
S005118,CL0026,CMP0221,train
S005119,CL0026,CMP0222,train
S005120,CL0026,CMP0223,train
S005121,CL0026,CMP0230,train
S005122,CL0026,CMP0231,train
S005123,CL0026,CMP0232,train
S005124,CL0026,CMP0233,train
S005125,CL0026,CMP0234,train
S005126,CL0026,CMP0235,train
S005128,CL0026,CMP0237,train
S005570,CL0029,CMP0001,train
S005571,CL0029,CMP0002,train
S005572,CL0029,CMP0003,train
S005573,CL0029,CMP0004,train
S005575,CL0029,CMP0006,train
S005576,CL0029,CMP0008,train
S005578,CL0029,CMP0010,train
S005579,CL0029,CMP0011,train
S005582,CL0029,CMP0014,test
S005583,CL0029,CMP0015,test
S005584,CL0029,CMP0016,train
S005585,CL0029,CMP0017,train
S005586,CL0029,CMP0018,train
S005587,CL0029,CMP0019,train
S005588,CL0029,CMP0020,train
S005589,CL0029,CMP0021,train
S005591,CL0029,CMP0023,train
S005592,CL0029,CMP0024,test
S005593,CL0029,CMP0025,test
S005594,CL0029,CMP0027,train
S005595,CL0029,CMP0028,train
S005596,CL0029,CMP0029,train
S005597,CL0029,CMP0030,train
S005598,CL0029,CMP0032,train
S005600,CL0029,CMP0035,test
S005601,CL0029,CMP0036,train
S005603,CL0029,CMP0038,test
S005604,CL0029,CMP0039,test
S005606,CL0029,CMP0041,train
S005607,CL0029,CMP0042,train
S005608,CL0029,CMP0043,train
S005609,CL0029,CMP0044,train
S005610,CL0029,CMP0045,test
S005611,CL0029,CMP0046,test
S005613,CL0029,CMP0048,train
S005614,CL0029,CMP0049,train
S005615,CL0029,CMP0050,test
S005616,CL0029,CMP0051,train
S005617,CL0029,CMP0052,test
S005618,CL0029,CMP0053,train
S005619,CL0029,CMP0054,train
S005620,CL0029,CMP0055,train
S005622,CL0029,CMP0057,train
S005623,CL0029,CMP0058,train
S005624,CL0029,CMP0059,test
S005625,CL0029,CMP0060,train
S005626,CL0029,CMP0061,train
S005627,CL0029,CMP0062,train
S005628,CL0029,CMP0063,train
S005629,CL0029,CMP0064,train
S005630,CL0029,CMP0067,train
S005631,CL0029,CMP0068,train
S005633,CL0029,CMP0072,train
S005635,CL0029,CMP0074,test
S005636,CL0029,CMP0075,train
S005637,CL0029,CMP0076,train
S005638,CL0029,CMP0077,train
S005639,CL0029,CMP0080,test
S005640,CL0029,CMP0081,test
S005641,CL0029,CMP0082,test
S005642,CL0029,CMP0083,train
S005643,CL0029,CMP0086,train
S005644,CL0029,CMP0087,train
S005645,CL0029,CMP0088,train
S005646,CL0029,CMP0089,test
S005647,CL0029,CMP0090,test
S005648,CL0029,CMP0091,train
S005649,CL0029,CMP0092,train
S005650,CL0029,CMP0093,train
S005651,CL0029,CMP0094,train
S005653,CL0029,CMP0096,train
S005654,CL0029,CMP0097,train
S005655,CL0029,CMP0098,train
S005656,CL0029,CMP0100,test
S005657,CL0029,CMP0101,train
S005658,CL0029,CMP0102,train
S005659,CL0029,CMP0103,train
S005660,CL0029,CMP0104,train
S005661,CL0029,CMP0105,train
S005662,CL0029,CMP0106,train
S005663,CL0029,CMP0107,train
S005664,CL0029,CMP0108,test
S005665,CL0029,CMP0109,train
S005667,CL0029,CMP0111,train
S005668,CL0029,CMP0112,train
S005669,CL0029,CMP0113,test
S005670,CL0029,CMP0114,train
S005671,CL0029,CMP0115,train
S005672,CL0029,CMP0116,train
S005675,CL0029,CMP0119,train
S005676,CL0029,CMP0120,train
S005677,CL0029,CMP0121,test
S005678,CL0029,CMP0122,train
S005679,CL0029,CMP0123,train
S005680,CL0029,CMP0124,train
S005681,CL0029,CMP0125,train
S005682,CL0029,CMP0126,train
S005683,CL0029,CMP0127,test
S005684,CL0029,CMP0128,train
S005686,CL0029,CMP0130,train
S005687,CL0029,CMP0131,train
S005688,CL0029,CMP0132,train
S005689,CL0029,CMP0133,test
S005690,CL0029,CMP0134,test
S005691,CL0029,CMP0135,train
S005692,CL0029,CMP0136,train
S005694,CL0029,CMP0138,test
S005695,CL0029,CMP0139,train
S005696,CL0029,CMP0140,train
S005697,CL0029,CMP0141,train
S005699,CL0029,CMP0143,train
S005700,CL0029,CMP0144,train
S005701,CL0029,CMP0145,train
S005703,CL0029,CMP0147,test
S005704,CL0029,CMP0148,train
S005705,CL0029,CMP0149,train
S005706,CL0029,CMP0150,train
S005707,CL0029,CMP0151,train
S005708,CL0029,CMP0152,train
S005709,CL0029,CMP0153,train
S005711,CL0029,CMP0155,train
S005712,CL0029,CMP0156,test
S005713,CL0029,CMP0157,train
S005714,CL0029,CMP0158,train
S005715,CL0029,CMP0159,train
S005716,CL0029,CMP0160,test
S005718,CL0029,CMP0162,test
S005719,CL0029,CMP0163,test
S005720,CL0029,CMP0164,train
S005721,CL0029,CMP0165,train
S005723,CL0029,CMP0167,train
S005725,CL0029,CMP0169,train
S005726,CL0029,CMP0170,test
S005727,CL0029,CMP0171,train
S005728,CL0029,CMP0172,train
S005729,CL0029,CMP0173,train
S005730,CL0029,CMP0174,train
S005731,CL0029,CMP0175,train
S005732,CL0029,CMP0176,test
S005733,CL0029,CMP0177,train
S005734,CL0029,CMP0178,train
S005737,CL0029,CMP0181,train
S005738,CL0029,CMP0182,test
S005739,CL0029,CMP0183,test
S005740,CL0029,CMP0184,train
S005741,CL0029,CMP0185,train
S005742,CL0029,CMP0186,train
S005743,CL0029,CMP0187,train
S005744,CL0029,CMP0188,train
S005745,CL0029,CMP0189,train
S005746,CL0029,CMP0190,train
S005748,CL0029,CMP0192,test
S005749,CL0029,CMP0193,train
S005750,CL0029,CMP0194,test
S005751,CL0029,CMP0195,train
S005752,CL0029,CMP0196,train
S005753,CL0029,CMP0197,train
S005754,CL0029,CMP0198,train
S005755,CL0029,CMP0199,train
S005757,CL0029,CMP0201,test
S005758,CL0029,CMP0202,train
S005759,CL0029,CMP0203,train
S005760,CL0029,CMP0204,train
S005761,CL0029,CMP0205,train
S005762,CL0029,CMP0206,train
S005763,CL0029,CMP0207,train
S005765,CL0029,CMP0209,train
S005767,CL0029,CMP0211,train
S005769,CL0029,CMP0213,train
S005770,CL0029,CMP0214,test
S005772,CL0029,CMP0216,train
S005773,CL0029,CMP0217,train
S005774,CL0029,CMP0218,train
S005775,CL0029,CMP0219,train
S005777,CL0029,CMP0221,test
S005778,CL0029,CMP0222,train
S005779,CL0029,CMP0223,train
S005780,CL0029,CMP0224,train
S005781,CL0029,CMP0225,train
S005782,CL0029,CMP0226,train
S005784,CL0029,CMP0228,train
S005785,CL0029,CMP0229,train
S005786,CL0029,CMP0231,test
S005787,CL0029,CMP0232,train
S005788,CL0029,CMP0233,train
S005789,CL0029,CMP0234,train
S005790,CL0029,CMP0237,train
S005791,CL0029,CMP0238,test
S005792,CL0029,CMP0239,train
S005793,CL0029,CMP0240,test
S005794,CL0029,CMP0241,train
S005795,CL0029,CMP0242,train
S005796,CL0030,CMP0001,train
S005797,CL0030,CMP0002,train
S005798,CL0030,CMP0003,test
S005799,CL0030,CMP0004,train
S005801,CL0030,CMP0006,train
S005802,CL0030,CMP0008,train
S005804,CL0030,CMP0010,train
S005805,CL0030,CMP0011,train
S005808,CL0030,CMP0014,test
S005809,CL0030,CMP0015,train
S005810,CL0030,CMP0016,train
S005811,CL0030,CMP0017,train
S005812,CL0030,CMP0018,train
S005813,CL0030,CMP0019,train
S005814,CL0030,CMP0020,train
S005815,CL0030,CMP0021,train
S005817,CL0030,CMP0023,train
S005818,CL0030,CMP0024,test
S005819,CL0030,CMP0025,train
S005820,CL0030,CMP0027,train
S005821,CL0030,CMP0028,train
S005822,CL0030,CMP0029,test
S005823,CL0030,CMP0030,train
S005824,CL0030,CMP0032,train
S005826,CL0030,CMP0035,train
S005827,CL0030,CMP0036,train
S005829,CL0030,CMP0038,test
S005830,CL0030,CMP0039,test
S005832,CL0030,CMP0041,train
S005833,CL0030,CMP0042,train
S005834,CL0030,CMP0043,train
S005835,CL0030,CMP0044,train
S005836,CL0030,CMP0045,train
S005837,CL0030,CMP0046,train
S005839,CL0030,CMP0048,test
S005840,CL0030,CMP0049,train
S005841,CL0030,CMP0050,train
S005842,CL0030,CMP0051,train
S005843,CL0030,CMP0052,train
S005844,CL0030,CMP0053,train
S005845,CL0030,CMP0054,train
S005846,CL0030,CMP0055,train
S005848,CL0030,CMP0057,train
S005849,CL0030,CMP0058,train
S005850,CL0030,CMP0059,train
S005851,CL0030,CMP0060,train
S005852,CL0030,CMP0061,train
S005853,CL0030,CMP0062,train
S005854,CL0030,CMP0063,train
S005855,CL0030,CMP0064,train
S005856,CL0030,CMP0067,train
S005857,CL0030,CMP0068,train
S005859,CL0030,CMP0072,train
S005861,CL0030,CMP0074,train
S005862,CL0030,CMP0075,train
S005863,CL0030,CMP0076,train
S005864,CL0030,CMP0077,train
S005865,CL0030,CMP0080,test
S005866,CL0030,CMP0081,test
S005867,CL0030,CMP0082,train
S005868,CL0030,CMP0083,train
S005869,CL0030,CMP0086,test
S005870,CL0030,CMP0087,train
S005871,CL0030,CMP0088,train
S005872,CL0030,CMP0089,train
S005873,CL0030,CMP0090,train
S005874,CL0030,CMP0091,train
S005875,CL0030,CMP0092,train
S005876,CL0030,CMP0093,train
S005877,CL0030,CMP0094,train
S005879,CL0030,CMP0096,train
S005880,CL0030,CMP0097,train
S005881,CL0030,CMP0098,train
S005882,CL0030,CMP0100,train
S005883,CL0030,CMP0101,train
S005884,CL0030,CMP0102,train
S005885,CL0030,CMP0103,train
S005886,CL0030,CMP0104,train
S005887,CL0030,CMP0105,test
S005888,CL0030,CMP0106,test
S005889,CL0030,CMP0107,train
S005890,CL0030,CMP0108,train
S005891,CL0030,CMP0109,train
S005893,CL0030,CMP0111,test
S005894,CL0030,CMP0112,train
S005895,CL0030,CMP0113,train
S005896,CL0030,CMP0114,train
S005897,CL0030,CMP0115,train
S005898,CL0030,CMP0116,train
S005901,CL0030,CMP0119,train
S005902,CL0030,CMP0120,test
S005903,CL0030,CMP0121,train
S005904,CL0030,CMP0122,train
S005905,CL0030,CMP0123,test
S005906,CL0030,CMP0124,train
S005907,CL0030,CMP0125,test
S005908,CL0030,CMP0126,test
S005909,CL0030,CMP0127,train
S005910,CL0030,CMP0128,train
S005912,CL0030,CMP0130,train
S005913,CL0030,CMP0131,test
S005914,CL0030,CMP0132,train
S005915,CL0030,CMP0133,train
S005916,CL0030,CMP0134,test
S005917,CL0030,CMP0135,train
S005918,CL0030,CMP0136,train
S005920,CL0030,CMP0138,train
S005921,CL0030,CMP0139,train
S005922,CL0030,CMP0140,train
S005923,CL0030,CMP0141,train
S005925,CL0030,CMP0143,train
S005926,CL0030,CMP0144,train
S005927,CL0030,CMP0145,train
S005929,CL0030,CMP0147,train
S005930,CL0030,CMP0148,train
S005931,CL0030,CMP0149,train
S005932,CL0030,CMP0150,train
S005933,CL0030,CMP0151,train
S005934,CL0030,CMP0152,train
S005935,CL0030,CMP0153,train
S005937,CL0030,CMP0155,test
S005938,CL0030,CMP0156,train
S005939,CL0030,CMP0157,test
S005940,CL0030,CMP0158,train
S005941,CL0030,CMP0159,train
S005942,CL0030,CMP0160,train
S005944,CL0030,CMP0162,train
S005945,CL0030,CMP0163,train
S005946,CL0030,CMP0164,train
S005947,CL0030,CMP0165,test
S005949,CL0030,CMP0167,train
S005951,CL0030,CMP0169,train
S005952,CL0030,CMP0170,train
S005953,CL0030,CMP0171,train
S005954,CL0030,CMP0172,test
S005955,CL0030,CMP0173,test
S005956,CL0030,CMP0174,train
S005957,CL0030,CMP0175,train
S005958,CL0030,CMP0176,train
S005959,CL0030,CMP0177,train
S005960,CL0030,CMP0178,train
S005963,CL0030,CMP0181,train
S005964,CL0030,CMP0182,train
S005965,CL0030,CMP0183,train
S005966,CL0030,CMP0184,test
S005967,CL0030,CMP0185,train
S005968,CL0030,CMP0186,test
S005969,CL0030,CMP0187,train
S005970,CL0030,CMP0188,train
S005971,CL0030,CMP0189,train
S005972,CL0030,CMP0190,train
S005974,CL0030,CMP0192,train
S005975,CL0030,CMP0193,train
S005976,CL0030,CMP0194,test
S005977,CL0030,CMP0195,test
S005978,CL0030,CMP0196,test
S005979,CL0030,CMP0197,train
S005980,CL0030,CMP0198,train
S005981,CL0030,CMP0199,train
S005983,CL0030,CMP0201,train
S005984,CL0030,CMP0202,train
S005985,CL0030,CMP0203,train
S005986,CL0030,CMP0204,train
S005987,CL0030,CMP0205,train
S005988,CL0030,CMP0206,test
S005989,CL0030,CMP0207,test
S005991,CL0030,CMP0209,train
S005993,CL0030,CMP0211,train
S005995,CL0030,CMP0213,test
S005996,CL0030,CMP0214,train
S005998,CL0030,CMP0216,train
S005999,CL0030,CMP0217,train
S006000,CL0030,CMP0218,train
S006001,CL0030,CMP0219,train
S006003,CL0030,CMP0221,train
S006004,CL0030,CMP0222,test
S006005,CL0030,CMP0223,train
S006006,CL0030,CMP0224,train
S006007,CL0030,CMP0225,train
S006008,CL0030,CMP0226,train
S006010,CL0030,CMP0228,train
