sample_id,cell_id,compound_id,cell_group,oncotree_lineage,role
S003991,CL0021,CMP0114,CG_CL0021,Ovary/Fallopian Tube,test
S003992,CL0021,CMP0115,CG_CL0021,Ovary/Fallopian Tube,test
S003993,CL0021,CMP0116,CG_CL0021,Ovary/Fallopian Tube,test
S003994,CL0021,CMP0117,CG_CL0021,Ovary/Fallopian Tube,test
S003995,CL0021,CMP0118,CG_CL0021,Ovary/Fallopian Tube,test
S003996,CL0021,CMP0119,CG_CL0021,Ovary/Fallopian Tube,test
S003998,CL0021,CMP0121,CG_CL0021,Ovary/Fallopian Tube,test
S003999,CL0021,CMP0122,CG_CL0021,Ovary/Fallopian Tube,test
S004000,CL0021,CMP0123,CG_CL0021,Ovary/Fallopian Tube,test
S004001,CL0021,CMP0124,CG_CL0021,Ovary/Fallopian Tube,test
S004002,CL0021,CMP0125,CG_CL0021,Ovary/Fallopian Tube,test
S004003,CL0021,CMP0126,CG_CL0021,Ovary/Fallopian Tube,test
S004004,CL0021,CMP0127,CG_CL0021,Ovary/Fallopian Tube,test
S004005,CL0021,CMP0128,CG_CL0021,Ovary/Fallopian Tube,test
S004006,CL0021,CMP0129,CG_CL0021,Ovary/Fallopian Tube,test
S004007,CL0021,CMP0130,CG_CL0021,Ovary/Fallopian Tube,test
S004008,CL0021,CMP0131,CG_CL0021,Ovary/Fallopian Tube,test
S004010,CL0021,CMP0133,CG_CL0021,Ovary/Fallopian Tube,test
S004011,CL0021,CMP0134,CG_CL0021,Ovary/Fallopian Tube,test
S004012,CL0021,CMP0135,CG_CL0021,Ovary/Fallopian Tube,test
S004014,CL0021,CMP0137,CG_CL0021,Ovary/Fallopian Tube,test
S004015,CL0021,CMP0138,CG_CL0021,Ovary/Fallopian Tube,test
S004016,CL0021,CMP0139,CG_CL0021,Ovary/Fallopian Tube,test
S004018,CL0021,CMP0141,CG_CL0021,Ovary/Fallopian Tube,test
S004019,CL0021,CMP0142,CG_CL0021,Ovary/Fallopian Tube,test
S004020,CL0021,CMP0143,CG_CL0021,Ovary/Fallopian Tube,test
S004021,CL0021,CMP0144,CG_CL0021,Ovary/Fallopian Tube,test
S004022,CL0021,CMP0145,CG_CL0021,Ovary/Fallopian Tube,test
S004023,CL0021,CMP0146,CG_CL0021,Ovary/Fallopian Tube,test
S004027,CL0021,CMP0150,CG_CL0021,Ovary/Fallopian Tube,test
S004028,CL0021,CMP0151,CG_CL0021,Ovary/Fallopian Tube,test
S004030,CL0021,CMP0153,CG_CL0021,Ovary/Fallopian Tube,test
S004031,CL0021,CMP0154,CG_CL0021,Ovary/Fallopian Tube,test
S004032,CL0021,CMP0155,CG_CL0021,Ovary/Fallopian Tube,test
S004033,CL0021,CMP0156,CG_CL0021,Ovary/Fallopian Tube,test
S004034,CL0021,CMP0157,CG_CL0021,Ovary/Fallopian Tube,test
S004035,CL0021,CMP0158,CG_CL0021,Ovary/Fallopian Tube,test
S004036,CL0021,CMP0159,CG_CL0021,Ovary/Fallopian Tube,test
S004037,CL0021,CMP0160,CG_CL0021,Ovary/Fallopian Tube,test
S004038,CL0021,CMP0161,CG_CL0021,Ovary/Fallopian Tube,test
S004039,CL0021,CMP0162,CG_CL0021,Ovary/Fallopian Tube,test
S004040,CL0021,CMP0163,CG_CL0021,Ovary/Fallopian Tube,test
S004042,CL0021,CMP0165,CG_CL0021,Ovary/Fallopian Tube,test
S004043,CL0021,CMP0166,CG_CL0021,Ovary/Fallopian Tube,test
S004044,CL0021,CMP0167,CG_CL0021,Ovary/Fallopian Tube,test
S004045,CL0021,CMP0168,CG_CL0021,Ovary/Fallopian Tube,test
S004046,CL0021,CMP0169,CG_CL0021,Ovary/Fallopian Tube,test
S004047,CL0021,CMP0170,CG_CL0021,Ovary/Fallopian Tube,test
S004048,CL0021,CMP0171,CG_CL0021,Ovary/Fallopian Tube,test
S004049,CL0021,CMP0172,CG_CL0021,Ovary/Fallopian Tube,test
S004050,CL0021,CMP0173,CG_CL0021,Ovary/Fallopian Tube,test
S004052,CL0021,CMP0175,CG_CL0021,Ovary/Fallopian Tube,test
S004053,CL0021,CMP0176,CG_CL0021,Ovary/Fallopian Tube,test
S004054,CL0021,CMP0177,CG_CL0021,Ovary/Fallopian Tube,test
S004055,CL0021,CMP0178,CG_CL0021,Ovary/Fallopian Tube,test
S004056,CL0021,CMP0179,CG_CL0021,Ovary/Fallopian Tube,test
S004057,CL0021,CMP0180,CG_CL0021,Ovary/Fallopian Tube,test
S004058,CL0021,CMP0181,CG_CL0021,Ovary/Fallopian Tube,test
S004059,CL0021,CMP0182,CG_CL0021,Ovary/Fallopian Tube,test
S004060,CL0021,CMP0183,CG_CL0021,Ovary/Fallopian Tube,test
S004062,CL0021,CMP0185,CG_CL0021,Ovary/Fallopian Tube,test
S004063,CL0021,CMP0186,CG_CL0021,Ovary/Fallopian Tube,test
S004064,CL0021,CMP0187,CG_CL0021,Ovary/Fallopian Tube,test
S004065,CL0021,CMP0188,CG_CL0021,Ovary/Fallopian Tube,test
S004066,CL0021,CMP0189,CG_CL0021,Ovary/Fallopian Tube,test
S004067,CL0021,CMP0190,CG_CL0021,Ovary/Fallopian Tube,test
S004068,CL0021,CMP0191,CG_CL0021,Ovary/Fallopian Tube,test
S004069,CL0021,CMP0192,CG_CL0021,Ovary/Fallopian Tube,test
S004070,CL0021,CMP0193,CG_CL0021,Ovary/Fallopian Tube,test
S004071,CL0021,CMP0194,CG_CL0021,Ovary/Fallopian Tube,test
S004072,CL0021,CMP0195,CG_CL0021,Ovary/Fallopian Tube,test
S004073,CL0021,CMP0196,CG_CL0021,Ovary/Fallopian Tube,test
S004074,CL0021,CMP0197,CG_CL0021,Ovary/Fallopian Tube,test
S004077,CL0021,CMP0200,CG_CL0021,Ovary/Fallopian Tube,test
S004078,CL0021,CMP0201,CG_CL0021,Ovary/Fallopian Tube,test
S004079,CL0021,CMP0202,CG_CL0021,Ovary/Fallopian Tube,test
S004080,CL0021,CMP0203,CG_CL0021,Ovary/Fallopian Tube,test
S004081,CL0021,CMP0204,CG_CL0021,Ovary/Fallopian Tube,test
S004083,CL0021,CMP0206,CG_CL0021,Ovary/Fallopian Tube,test
S004084,CL0021,CMP0207,CG_CL0021,Ovary/Fallopian Tube,test
S004085,CL0021,CMP0208,CG_CL0021,Ovary/Fallopian Tube,test
S004086,CL0021,CMP0209,CG_CL0021,Ovary/Fallopian Tube,test
S004087,CL0021,CMP0210,CG_CL0021,Ovary/Fallopian Tube,test
S004088,CL0021,CMP0211,CG_CL0021,Ovary/Fallopian Tube,test
S004090,CL0021,CMP0213,CG_CL0021,Ovary/Fallopian Tube,test
S004091,CL0021,CMP0214,CG_CL0021,Ovary/Fallopian Tube,test
S004092,CL0021,CMP0215,CG_CL0021,Ovary/Fallopian Tube,test
S004093,CL0021,CMP0216,CG_CL0021,Ovary/Fallopian Tube,test
S004094,CL0021,CMP0218,CG_CL0021,Ovary/Fallopian Tube,test
S004095,CL0021,CMP0219,CG_CL0021,Ovary/Fallopian Tube,test
S004096,CL0021,CMP0220,CG_CL0021,Ovary/Fallopian Tube,test
S004097,CL0021,CMP0221,CG_CL0021,Ovary/Fallopian Tube,test
S004098,CL0021,CMP0222,CG_CL0021,Ovary/Fallopian Tube,test
S004099,CL0021,CMP0223,CG_CL0021,Ovary/Fallopian Tube,test
S004100,CL0021,CMP0224,CG_CL0021,Ovary/Fallopian Tube,test
S004102,CL0021,CMP0226,CG_CL0021,Ovary/Fallopian Tube,test
S004105,CL0021,CMP0229,CG_CL0021,Ovary/Fallopian Tube,test
S004106,CL0021,CMP0231,CG_CL0021,Ovary/Fallopian Tube,test
S004107,CL0021,CMP0232,CG_CL0021,Ovary/Fallopian Tube,test
S004108,CL0021,CMP0233,CG_CL0021,Ovary/Fallopian Tube,test
S004109,CL0021,CMP0234,CG_CL0021,Ovary/Fallopian Tube,test
S004110,CL0021,CMP0237,CG_CL0021,Ovary/Fallopian Tube,test
S004111,CL0021,CMP0238,CG_CL0021,Ovary/Fallopian Tube,test
S004115,CL0021,CMP0242,CG_CL0021,Ovary/Fallopian Tube,test
S004116,CL0022,CMP0001,CG_CL0022,Skin,test
S004117,CL0022,CMP0005,CG_CL0022,Skin,test
S004118,CL0022,CMP0006,CG_CL0022,Skin,test
S004119,CL0022,CMP0007,CG_CL0022,Skin,test
S004120,CL0022,CMP0008,CG_CL0022,Skin,test
S004121,CL0022,CMP0009,CG_CL0022,Skin,test
S004122,CL0022,CMP0010,CG_CL0022,Skin,test
S004125,CL0022,CMP0013,CG_CL0022,Skin,test
S004126,CL0022,CMP0014,CG_CL0022,Skin,test
S004127,CL0022,CMP0015,CG_CL0022,Skin,test
S004128,CL0022,CMP0016,CG_CL0022,Skin,test
S004129,CL0022,CMP0017,CG_CL0022,Skin,test
S004130,CL0022,CMP0018,CG_CL0022,Skin,test
S004131,CL0022,CMP0019,CG_CL0022,Skin,test
S004132,CL0022,CMP0020,CG_CL0022,Skin,test
S004133,CL0022,CMP0021,CG_CL0022,Skin,test
S004134,CL0022,CMP0022,CG_CL0022,Skin,test
S004135,CL0022,CMP0023,CG_CL0022,Skin,test
S004136,CL0022,CMP0024,CG_CL0022,Skin,test
S004139,CL0022,CMP0027,CG_CL0022,Skin,test
S004140,CL0022,CMP0028,CG_CL0022,Skin,test
S004141,CL0022,CMP0029,CG_CL0022,Skin,test
S004142,CL0022,CMP0030,CG_CL0022,Skin,test
S004143,CL0022,CMP0031,CG_CL0022,Skin,test
S004146,CL0022,CMP0034,CG_CL0022,Skin,test
S004147,CL0022,CMP0035,CG_CL0022,Skin,test
S004148,CL0022,CMP0036,CG_CL0022,Skin,test
S004149,CL0022,CMP0037,CG_CL0022,Skin,test
S004150,CL0022,CMP0038,CG_CL0022,Skin,test
S004151,CL0022,CMP0039,CG_CL0022,Skin,test
S004152,CL0022,CMP0040,CG_CL0022,Skin,test
S004153,CL0022,CMP0041,CG_CL0022,Skin,test
S004154,CL0022,CMP0042,CG_CL0022,Skin,test
S004155,CL0022,CMP0043,CG_CL0022,Skin,test
S004156,CL0022,CMP0044,CG_CL0022,Skin,test
S004157,CL0022,CMP0045,CG_CL0022,Skin,test
S004158,CL0022,CMP0046,CG_CL0022,Skin,test
S004159,CL0022,CMP0048,CG_CL0022,Skin,test
S004160,CL0022,CMP0049,CG_CL0022,Skin,test
S004161,CL0022,CMP0050,CG_CL0022,Skin,test
S004164,CL0022,CMP0053,CG_CL0022,Skin,test
S004165,CL0022,CMP0054,CG_CL0022,Skin,test
S004166,CL0022,CMP0055,CG_CL0022,Skin,test
S004167,CL0022,CMP0056,CG_CL0022,Skin,test
S004168,CL0022,CMP0057,CG_CL0022,Skin,test
S004169,CL0022,CMP0058,CG_CL0022,Skin,test
S004170,CL0022,CMP0059,CG_CL0022,Skin,test
S004171,CL0022,CMP0060,CG_CL0022,Skin,test
S004172,CL0022,CMP0061,CG_CL0022,Skin,test
S004173,CL0022,CMP0062,CG_CL0022,Skin,test
S004174,CL0022,CMP0063,CG_CL0022,Skin,test
S004175,CL0022,CMP0064,CG_CL0022,Skin,test
S004176,CL0022,CMP0065,CG_CL0022,Skin,test
S004178,CL0022,CMP0067,CG_CL0022,Skin,test
S004179,CL0022,CMP0068,CG_CL0022,Skin,test
S004180,CL0022,CMP0070,CG_CL0022,Skin,test
S004182,CL0022,CMP0072,CG_CL0022,Skin,test
S004183,CL0022,CMP0073,CG_CL0022,Skin,test
S004184,CL0022,CMP0074,CG_CL0022,Skin,test
S004185,CL0022,CMP0075,CG_CL0022,Skin,test
S004186,CL0022,CMP0076,CG_CL0022,Skin,test
S004187,CL0022,CMP0077,CG_CL0022,Skin,test
S004188,CL0022,CMP0078,CG_CL0022,Skin,test
S004189,CL0022,CMP0079,CG_CL0022,Skin,test
S004191,CL0022,CMP0081,CG_CL0022,Skin,test
S004192,CL0022,CMP0082,CG_CL0022,Skin,test
S004193,CL0022,CMP0083,CG_CL0022,Skin,test
S004194,CL0022,CMP0084,CG_CL0022,Skin,test
S004195,CL0022,CMP0085,CG_CL0022,Skin,test
S004196,CL0022,CMP0086,CG_CL0022,Skin,test
S004197,CL0022,CMP0087,CG_CL0022,Skin,test
S004199,CL0022,CMP0089,CG_CL0022,Skin,test
S004200,CL0022,CMP0090,CG_CL0022,Skin,test
S004201,CL0022,CMP0091,CG_CL0022,Skin,test
S004202,CL0022,CMP0092,CG_CL0022,Skin,test
S004203,CL0022,CMP0094,CG_CL0022,Skin,test
S004204,CL0022,CMP0095,CG_CL0022,Skin,test
S004205,CL0022,CMP0096,CG_CL0022,Skin,test
S004206,CL0022,CMP0097,CG_CL0022,Skin,test
S004207,CL0022,CMP0098,CG_CL0022,Skin,test
S004209,CL0022,CMP0100,CG_CL0022,Skin,test
S004210,CL0022,CMP0101,CG_CL0022,Skin,test
S004212,CL0022,CMP0103,CG_CL0022,Skin,test
S004213,CL0022,CMP0104,CG_CL0022,Skin,test
S004214,CL0022,CMP0105,CG_CL0022,Skin,test
S004215,CL0022,CMP0106,CG_CL0022,Skin,test
S004217,CL0022,CMP0108,CG_CL0022,Skin,test
S004218,CL0022,CMP0109,CG_CL0022,Skin,test
S004219,CL0022,CMP0110,CG_CL0022,Skin,test
S004221,CL0022,CMP0112,CG_CL0022,Skin,test
S004222,CL0022,CMP0113,CG_CL0022,Skin,test
S004223,CL0022,CMP0114,CG_CL0022,Skin,test
S004224,CL0022,CMP0115,CG_CL0022,Skin,test
S004225,CL0022,CMP0116,CG_CL0022,Skin,test
S004226,CL0022,CMP0117,CG_CL0022,Skin,test
S004227,CL0022,CMP0118,CG_CL0022,Skin,test
S004228,CL0022,CMP0119,CG_CL0022,Skin,test
S004230,CL0022,CMP0121,CG_CL0022,Skin,test
S004231,CL0022,CMP0122,CG_CL0022,Skin,test
S004232,CL0022,CMP0123,CG_CL0022,Skin,test
S004233,CL0022,CMP0124,CG_CL0022,Skin,test
S004234,CL0022,CMP0125,CG_CL0022,Skin,test
S004235,CL0022,CMP0126,CG_CL0022,Skin,test
S004236,CL0022,CMP0127,CG_CL0022,Skin,test
S004237,CL0022,CMP0128,CG_CL0022,Skin,test
S004238,CL0022,CMP0129,CG_CL0022,Skin,test
S004239,CL0022,CMP0130,CG_CL0022,Skin,test
S004240,CL0022,CMP0131,CG_CL0022,Skin,test
S004242,CL0022,CMP0133,CG_CL0022,Skin,test
S004243,CL0022,CMP0134,CG_CL0022,Skin,test
S004244,CL0022,CMP0135,CG_CL0022,Skin,test
S004246,CL0022,CMP0137,CG_CL0022,Skin,test
S004247,CL0022,CMP0138,CG_CL0022,Skin,test
S004248,CL0022,CMP0139,CG_CL0022,Skin,test
S004250,CL0022,CMP0141,CG_CL0022,Skin,test
S004251,CL0022,CMP0142,CG_CL0022,Skin,test
S004252,CL0022,CMP0143,CG_CL0022,Skin,test
S004253,CL0022,CMP0144,CG_CL0022,Skin,test
S004254,CL0022,CMP0145,CG_CL0022,Skin,test
S004255,CL0022,CMP0146,CG_CL0022,Skin,test
S004259,CL0022,CMP0150,CG_CL0022,Skin,test
S004260,CL0022,CMP0151,CG_CL0022,Skin,test
S004262,CL0022,CMP0153,CG_CL0022,Skin,test
S004263,CL0022,CMP0154,CG_CL0022,Skin,test
S004264,CL0022,CMP0155,CG_CL0022,Skin,test
S004265,CL0022,CMP0156,CG_CL0022,Skin,test
S004266,CL0022,CMP0157,CG_CL0022,Skin,test
S004267,CL0022,CMP0158,CG_CL0022,Skin,test
S004268,CL0022,CMP0159,CG_CL0022,Skin,test
S004269,CL0022,CMP0160,CG_CL0022,Skin,test
S004270,CL0022,CMP0161,CG_CL0022,Skin,test
S004271,CL0022,CMP0162,CG_CL0022,Skin,test
S004272,CL0022,CMP0163,CG_CL0022,Skin,test
S004274,CL0022,CMP0165,CG_CL0022,Skin,test
S004275,CL0022,CMP0166,CG_CL0022,Skin,test
S004276,CL0022,CMP0167,CG_CL0022,Skin,test
S004277,CL0022,CMP0168,CG_CL0022,Skin,test
S004278,CL0022,CMP0169,CG_CL0022,Skin,test
S004279,CL0022,CMP0170,CG_CL0022,Skin,test
S004280,CL0022,CMP0171,CG_CL0022,Skin,test
S004281,CL0022,CMP0172,CG_CL0022,Skin,test
S004282,CL0022,CMP0173,CG_CL0022,Skin,test
S004284,CL0022,CMP0175,CG_CL0022,Skin,test
S004285,CL0022,CMP0176,CG_CL0022,Skin,test
S004286,CL0022,CMP0177,CG_CL0022,Skin,test
S004287,CL0022,CMP0178,CG_CL0022,Skin,test
S004288,CL0022,CMP0179,CG_CL0022,Skin,test
S004289,CL0022,CMP0180,CG_CL0022,Skin,test
S004290,CL0022,CMP0181,CG_CL0022,Skin,test
S004291,CL0022,CMP0182,CG_CL0022,Skin,test
S004292,CL0022,CMP0183,CG_CL0022,Skin,test
S004294,CL0022,CMP0185,CG_CL0022,Skin,test
S004295,CL0022,CMP0186,CG_CL0022,Skin,test
S004296,CL0022,CMP0187,CG_CL0022,Skin,test
S004297,CL0022,CMP0188,CG_CL0022,Skin,test
S004298,CL0022,CMP0189,CG_CL0022,Skin,test
S004299,CL0022,CMP0190,CG_CL0022,Skin,test
S004300,CL0022,CMP0191,CG_CL0022,Skin,test
S004301,CL0022,CMP0192,CG_CL0022,Skin,test
S004302,CL0022,CMP0193,CG_CL0022,Skin,test
S004303,CL0022,CMP0194,CG_CL0022,Skin,test
S004304,CL0022,CMP0195,CG_CL0022,Skin,test
S004305,CL0022,CMP0196,CG_CL0022,Skin,test
S004306,CL0022,CMP0197,CG_CL0022,Skin,test
S004308,CL0022,CMP0200,CG_CL0022,Skin,test
S004309,CL0022,CMP0201,CG_CL0022,Skin,test
S004310,CL0022,CMP0203,CG_CL0022,Skin,test
S004311,CL0022,CMP0208,CG_CL0022,Skin,test
S004312,CL0022,CMP0209,CG_CL0022,Skin,test
S004313,CL0022,CMP0210,CG_CL0022,Skin,test
S004314,CL0022,CMP0211,CG_CL0022,Skin,test
S004316,CL0022,CMP0213,CG_CL0022,Skin,test
S004317,CL0022,CMP0215,CG_CL0022,Skin,test
S004318,CL0022,CMP0218,CG_CL0022,Skin,test
S004319,CL0022,CMP0220,CG_CL0022,Skin,test
S004320,CL0022,CMP0221,CG_CL0022,Skin,test
S004321,CL0022,CMP0222,CG_CL0022,Skin,test
S004322,CL0022,CMP0223,CG_CL0022,Skin,test
S004323,CL0022,CMP0230,CG_CL0022,Skin,test
S004324,CL0022,CMP0231,CG_CL0022,Skin,test
S004325,CL0022,CMP0232,CG_CL0022,Skin,test
S004326,CL0022,CMP0233,CG_CL0022,Skin,test
S004327,CL0022,CMP0234,CG_CL0022,Skin,test
S004328,CL0022,CMP0235,CG_CL0022,Skin,test
S004329,CL0022,CMP0236,CG_CL0022,Skin,test
S004330,CL0022,CMP0237,CG_CL0022,Skin,test
S004331,CL0023,CMP0001,CG_CL0023,Skin,test
S004332,CL0023,CMP0005,CG_CL0023,Skin,test
S004333,CL0023,CMP0006,CG_CL0023,Skin,test
S004334,CL0023,CMP0007,CG_CL0023,Skin,test
S004335,CL0023,CMP0008,CG_CL0023,Skin,test
S004336,CL0023,CMP0009,CG_CL0023,Skin,test
S004337,CL0023,CMP0010,CG_CL0023,Skin,test
S004340,CL0023,CMP0013,CG_CL0023,Skin,test
S004341,CL0023,CMP0014,CG_CL0023,Skin,test
S004342,CL0023,CMP0015,CG_CL0023,Skin,test
S004343,CL0023,CMP0016,CG_CL0023,Skin,test
S004344,CL0023,CMP0017,CG_CL0023,Skin,test
S004345,CL0023,CMP0018,CG_CL0023,Skin,test
S004346,CL0023,CMP0019,CG_CL0023,Skin,test
S004347,CL0023,CMP0020,CG_CL0023,Skin,test
S004348,CL0023,CMP0021,CG_CL0023,Skin,test
S004349,CL0023,CMP0022,CG_CL0023,Skin,test
S004350,CL0023,CMP0023,CG_CL0023,Skin,test
S004351,CL0023,CMP0024,CG_CL0023,Skin,test
S004354,CL0023,CMP0027,CG_CL0023,Skin,test
S004355,CL0023,CMP0028,CG_CL0023,Skin,test
S004356,CL0023,CMP0029,CG_CL0023,Skin,test
S004357,CL0023,CMP0030,CG_CL0023,Skin,test
S004358,CL0023,CMP0031,CG_CL0023,Skin,test
S004361,CL0023,CMP0034,CG_CL0023,Skin,test
S004362,CL0023,CMP0035,CG_CL0023,Skin,test
S004363,CL0023,CMP0036,CG_CL0023,Skin,test
S004364,CL0023,CMP0037,CG_CL0023,Skin,test
S004365,CL0023,CMP0038,CG_CL0023,Skin,test
S004366,CL0023,CMP0039,CG_CL0023,Skin,test
S004367,CL0023,CMP0040,CG_CL0023,Skin,test
S004368,CL0023,CMP0041,CG_CL0023,Skin,test
S004369,CL0023,CMP0042,CG_CL0023,Skin,test
S004370,CL0023,CMP0043,CG_CL0023,Skin,test
S004371,CL0023,CMP0044,CG_CL0023,Skin,test
S004372,CL0023,CMP0045,CG_CL0023,Skin,test
S004373,CL0023,CMP0046,CG_CL0023,Skin,test
S004374,CL0023,CMP0048,CG_CL0023,Skin,test
S004375,CL0023,CMP0049,CG_CL0023,Skin,test
S004376,CL0023,CMP0050,CG_CL0023,Skin,test
S004378,CL0023,CMP0053,CG_CL0023,Skin,test
S004379,CL0023,CMP0054,CG_CL0023,Skin,test
S004380,CL0023,CMP0055,CG_CL0023,Skin,test
S004381,CL0023,CMP0056,CG_CL0023,Skin,test
S004382,CL0023,CMP0057,CG_CL0023,Skin,test
S004383,CL0023,CMP0058,CG_CL0023,Skin,test
S004384,CL0023,CMP0059,CG_CL0023,Skin,test
S004385,CL0023,CMP0060,CG_CL0023,Skin,test
S004386,CL0023,CMP0061,CG_CL0023,Skin,test
S004387,CL0023,CMP0062,CG_CL0023,Skin,test
S004388,CL0023,CMP0063,CG_CL0023,Skin,test
S004389,CL0023,CMP0064,CG_CL0023,Skin,test
S004390,CL0023,CMP0065,CG_CL0023,Skin,test
S004392,CL0023,CMP0067,CG_CL0023,Skin,test
S004393,CL0023,CMP0068,CG_CL0023,Skin,test
S004394,CL0023,CMP0070,CG_CL0023,Skin,test
S004396,CL0023,CMP0072,CG_CL0023,Skin,test
S004397,CL0023,CMP0073,CG_CL0023,Skin,test
S004398,CL0023,CMP0074,CG_CL0023,Skin,test
S004399,CL0023,CMP0075,CG_CL0023,Skin,test
S004400,CL0023,CMP0076,CG_CL0023,Skin,test
S004401,CL0023,CMP0077,CG_CL0023,Skin,test
S004402,CL0023,CMP0078,CG_CL0023,Skin,test
S004403,CL0023,CMP0079,CG_CL0023,Skin,test
S004405,CL0023,CMP0081,CG_CL0023,Skin,test
S004406,CL0023,CMP0082,CG_CL0023,Skin,test
S004407,CL0023,CMP0083,CG_CL0023,Skin,test
S004408,CL0023,CMP0084,CG_CL0023,Skin,test
S004409,CL0023,CMP0085,CG_CL0023,Skin,test
S004410,CL0023,CMP0086,CG_CL0023,Skin,test
S004411,CL0023,CMP0087,CG_CL0023,Skin,test
S004413,CL0023,CMP0089,CG_CL0023,Skin,test
S004414,CL0023,CMP0090,CG_CL0023,Skin,test
S004415,CL0023,CMP0091,CG_CL0023,Skin,test
S004416,CL0023,CMP0092,CG_CL0023,Skin,test
S004417,CL0023,CMP0098,CG_CL0023,Skin,test
S004419,CL0023,CMP0100,CG_CL0023,Skin,test
S004420,CL0023,CMP0101,CG_CL0023,Skin,test
S004422,CL0023,CMP0103,CG_CL0023,Skin,test
S004423,CL0023,CMP0104,CG_CL0023,Skin,test
S004424,CL0023,CMP0105,CG_CL0023,Skin,test
S004425,CL0023,CMP0106,CG_CL0023,Skin,test
S004427,CL0023,CMP0108,CG_CL0023,Skin,test
S004428,CL0023,CMP0109,CG_CL0023,Skin,test
S004429,CL0023,CMP0110,CG_CL0023,Skin,test
S004431,CL0023,CMP0112,CG_CL0023,Skin,test
S004432,CL0023,CMP0113,CG_CL0023,Skin,test
S004433,CL0023,CMP0114,CG_CL0023,Skin,test
S004434,CL0023,CMP0115,CG_CL0023,Skin,test
S004436,CL0023,CMP0121,CG_CL0023,Skin,test
S004437,CL0023,CMP0122,CG_CL0023,Skin,test
S004438,CL0023,CMP0123,CG_CL0023,Skin,test
S004439,CL0023,CMP0124,CG_CL0023,Skin,test
S004440,CL0023,CMP0125,CG_CL0023,Skin,test
S004441,CL0023,CMP0126,CG_CL0023,Skin,test
S004442,CL0023,CMP0127,CG_CL0023,Skin,test
S004443,CL0023,CMP0128,CG_CL0023,Skin,test
S004444,CL0023,CMP0129,CG_CL0023,Skin,test
S004445,CL0023,CMP0130,CG_CL0023,Skin,test
S004446,CL0023,CMP0131,CG_CL0023,Skin,test
S004448,CL0023,CMP0133,CG_CL0023,Skin,test
S004449,CL0023,CMP0134,CG_CL0023,Skin,test
S004450,CL0023,CMP0135,CG_CL0023,Skin,test
S004452,CL0023,CMP0137,CG_CL0023,Skin,test
S004453,CL0023,CMP0138,CG_CL0023,Skin,test
S004454,CL0023,CMP0139,CG_CL0023,Skin,test
S004456,CL0023,CMP0145,CG_CL0023,Skin,test
S004457,CL0023,CMP0146,CG_CL0023,Skin,test
S004458,CL0023,CMP0171,CG_CL0023,Skin,test
S004459,CL0023,CMP0172,CG_CL0023,Skin,test
S004460,CL0023,CMP0173,CG_CL0023,Skin,test
S004462,CL0023,CMP0175,CG_CL0023,Skin,test
S004463,CL0023,CMP0176,CG_CL0023,Skin,test
S004464,CL0023,CMP0177,CG_CL0023,Skin,test
S004465,CL0023,CMP0178,CG_CL0023,Skin,test
S004466,CL0023,CMP0179,CG_CL0023,Skin,test
S004467,CL0023,CMP0180,CG_CL0023,Skin,test
S004468,CL0023,CMP0181,CG_CL0023,Skin,test
S004469,CL0023,CMP0182,CG_CL0023,Skin,test
S004470,CL0023,CMP0183,CG_CL0023,Skin,test
S004472,CL0023,CMP0185,CG_CL0023,Skin,test
S004473,CL0023,CMP0186,CG_CL0023,Skin,test
S004474,CL0023,CMP0187,CG_CL0023,Skin,test
S004475,CL0023,CMP0188,CG_CL0023,Skin,test
S004476,CL0023,CMP0189,CG_CL0023,Skin,test
S004477,CL0023,CMP0190,CG_CL0023,Skin,test
S004478,CL0023,CMP0191,CG_CL0023,Skin,test
S004479,CL0023,CMP0192,CG_CL0023,Skin,test
S004480,CL0023,CMP0193,CG_CL0023,Skin,test
S004481,CL0023,CMP0194,CG_CL0023,Skin,test
S004482,CL0023,CMP0195,CG_CL0023,Skin,test
S004483,CL0023,CMP0196,CG_CL0023,Skin,test
S004484,CL0023,CMP0197,CG_CL0023,Skin,test
S004486,CL0023,CMP0200,CG_CL0023,Skin,test
S004487,CL0023,CMP0201,CG_CL0023,Skin,test
S004488,CL0023,CMP0203,CG_CL0023,Skin,test
S004489,CL0023,CMP0208,CG_CL0023,Skin,test
S004490,CL0023,CMP0209,CG_CL0023,Skin,test
S004491,CL0023,CMP0210,CG_CL0023,Skin,test
S004492,CL0023,CMP0211,CG_CL0023,Skin,test
S004494,CL0023,CMP0213,CG_CL0023,Skin,test
S004495,CL0023,CMP0215,CG_CL0023,Skin,test
S004496,CL0023,CMP0218,CG_CL0023,Skin,test
S004497,CL0023,CMP0220,CG_CL0023,Skin,test
S004498,CL0023,CMP0221,CG_CL0023,Skin,test
S004499,CL0023,CMP0222,CG_CL0023,Skin,test
S004500,CL0023,CMP0223,CG_CL0023,Skin,test
S004501,CL0023,CMP0230,CG_CL0023,Skin,test
S004502,CL0023,CMP0231,CG_CL0023,Skin,test
S004503,CL0023,CMP0232,CG_CL0023,Skin,test
S004504,CL0023,CMP0233,CG_CL0023,Skin,test
S004505,CL0023,CMP0234,CG_CL0023,Skin,test
S004506,CL0023,CMP0235,CG_CL0023,Skin,test
S004507,CL0023,CMP0236,CG_CL0023,Skin,test
S004508,CL0023,CMP0237,CG_CL0023,Skin,test
